question_id,tag_id
868759,102
4762190,NA
2498623,NA
1970084,NA
3227763,NA
3333193,102
3342537,102
1005374,NA
4585729,NA
2443504,NA
2555487,NA
2797419,2
3333211,102
3478979,104
654764,105
3227773,"2,102"
275423,NA
541848,104
332486,NA
385942,NA
3227794,NA
4792558,NA
4694774,NA
2437820,2
4694800,NA
1012528,NA
2703138,NA
4181138,NA
2896873,NA
3010822,NA
3227803,"2,102,104"
3333222,102
868834,"102,104"
1000551,NA
3319512,"2,102"
3161768,NA
3664662,NA
3101226,NA
3159033,NA
3333257,102
277252,NA
600507,104
4694788,NA
3227811,NA
3159066,NA
3333268,102
4957573,NA
822254,104
4616008,NA
3227816,"2,102,104"
4287122,NA
1000605,NA
4731947,NA
3116912,102
1324076,105
3104995,102
329543,NA
375366,NA
2719218,"1,101"
4567369,NA
1000658,NA
4478187,NA
4805741,NA
5113299,NA
4215139,NA
871362,2
1658430,NA
5113470,NA
4214366,NA
3105011,102
3227853,"2,102"
389235,NA
4863617,NA
3105039,102
4624331,NA
3159125,NA
3159128,NA
225234,105
2896990,NA
3227871,"2,102"
4091793,104
3105048,102
4412446,NA
3945589,NA
3105066,102
4107637,102
3227888,NA
3105076,102
3227979,"2,102"
3159197,2
3105086,102
3228151,"2,102"
3100454,NA
3239023,NA
3159216,NA
4114293,NA
2868957,NA
3159234,NA
3228154,102
2110670,104
4017120,NA
3228158,NA
2389520,NA
1296897,2
3268387,NA
4089450,"104,105"
4790177,NA
875842,NA
287922,NA
3973510,NA
3338816,102
348337,104
4578298,NA
3228179,"2,102"
2154581,NA
875295,102
896932,NA
803592,NA
414817,104
1324286,NA
613462,NA
876503,102
621927,105
1324288,104
3159299,NA
3101435,NA
3159301,NA
3105135,102
2207624,NA
4421427,NA
1324300,104
876021,NA
4996319,NA
3228187,"2,102"
2985224,102
895281,105
3880952,NA
1401138,NA
277467,NA
569580,NA
877134,102
4395156,NA
1324316,NA
971441,NA
223708,NA
3228191,"2,102"
3101481,NA
4020170,NA
2865777,104
3159338,NA
3132124,NA
686176,NA
800044,NA
4273491,NA
2917194,NA
2110796,NA
868066,"102,104"
2308421,NA
3338881,102
275819,105
1000540,102
3159417,NA
1001837,NA
800124,NA
4781314,NA
2465954,NA
832353,"2,104"
2182844,NA
4332420,NA
2797967,NA
896132,NA
3159434,NA
4994442,NA
3228449,NA
138452,NA
4994471,NA
3228462,"2,102"
4252912,NA
613782,NA
4994486,NA
672412,"2,104"
3038667,NA
3159490,NA
1848771,NA
3228475,NA
2709349,"1,101"
4162500,NA
4898654,NA
3159499,NA
870906,"2,102"
920858,104
359836,104
4110225,NA
3683799,NA
870666,102
299515,104
1003167,NA
821385,NA
276486,NA
3683808,NA
3159526,NA
1848810,NA
3228494,NA
3105187,"102,104"
1536858,NA
4732438,NA
3228510,"2,102"
4214337,NA
4346085,NA
227250,NA
2714950,"1,101"
390550,NA
2718234,"1,101"
3228514,"2,102"
3105238,102
4863564,NA
2647428,NA
3181373,104
4628935,NA
4732476,NA
1161671,NA
3228521,NA
2241336,NA
1001049,NA
4732491,NA
2719822,"1,101"
3159634,NA
3137982,NA
2635348,NA
2263366,NA
3159641,2
3864111,NA
2720605,"1,101"
3159655,2
3338999,102
868431,NA
731723,NA
4425082,NA
2720807,"1,101"
4388874,NA
1660919,NA
3896685,NA
3159669,NA
1310696,2
3228544,NA
4898697,NA
3159677,NA
2720818,"1,101,104"
4704454,NA
4793669,NA
835614,NA
2293592,NA
3643729,NA
2713212,"1,101"
3228627,"2,102"
3159708,NA
643173,NA
1934372,NA
4638032,NA
2713473,"1,101"
975023,NA
4385610,NA
1307821,NA
3159721,102
1098842,105
869534,NA
3159730,NA
4732603,NA
242383,NA
1586880,NA
2882901,NA
4732609,NA
2715320,"1,101"
3228635,102
3101736,NA
2222494,NA
1181636,NA
3339043,102
4898809,NA
3159758,NA
1075180,NA
3996720,NA
868275,2
2715564,"1,101"
2480252,NA
276189,NA
2040268,NA
3339048,102
372302,105
4326629,NA
4640523,NA
3159784,NA
3339058,102
3159786,NA
4734548,NA
2180319,NA
1917243,NA
4019180,NA
4162785,NA
225993,NA
538351,NA
3006333,NA
3007582,104
3811965,"2,104"
2291578,NA
2914578,NA
4257433,NA
870923,"2,102,104"
800502,104
2215863,NA
3339066,102
4900125,NA
3159801,NA
1586941,NA
667795,NA
420124,NA
3372698,NA
276352,NA
3349644,NA
3684101,4
3228699,"2,102"
2038804,NA
3159823,NA
14103,NA
3228706,"2,102"
3101756,NA
2111268,NA
2204750,NA
1243287,"2,102"
3143579,104
362485,NA
538409,105
1602216,NA
4304045,NA
1226792,NA
916208,NA
3228711,NA
229715,104
2270632,NA
3422017,104
2355231,NA
2700394,"1,101"
327689,104
654818,NA
968582,NA
991450,105
3159892,102
2700461,"1,101"
3468892,NA
229732,105
3159904,NA
3595589,NA
2311842,NA
2700544,"1,101"
3228725,"2,102"
2897774,104
2947016,NA
3159920,NA
2700721,"1,101"
2355244,2
4470644,NA
3228732,NA
3159931,NA
941816,NA
2688201,"1,101,104"
2222977,NA
2355259,NA
2701723,"1,101,105"
2686444,104
2701768,"1,101"
2355250,NA
2706391,"1,101"
2706597,"1,101,104"
586665,NA
5010744,NA
14297,NA
633241,NA
3160024,NA
229742,NA
231981,104
2707632,"1,101"
3661657,NA
2509056,NA
894510,105
14329,NA
1000950,NA
631399,NA
869621,"2,102"
370898,NA
4837796,NA
4649237,NA
848755,104
3290094,2
44451,NA
2687300,"1,101,105"
5048421,NA
44472,NA
2844854,NA
1000558,"2,102"
767000,104
2373681,NA
875702,"2,102"
276535,NA
2498653,NA
276542,105
1118576,NA
1970086,2
2779881,NA
3160144,NA
616598,NA
1869559,NA
1000887,102
14472,NA
869719,NA
348983,104
287326,104
423636,NA
4194199,104
1863143,NA
2411495,NA
3684561,NA
276698,105
1000570,102
2638985,NA
1787627,NA
2817197,NA
4107068,102
3432567,NA
5177670,NA
3378457,NA
876391,NA
631235,NA
2636041,NA
1000542,102
5104127,NA
3865073,NA
44173,NA
874183,"102,105"
3422501,NA
1737524,"4,105"
691543,NA
2651072,2
3518810,2
3364035,NA
801102,NA
585284,NA
1002842,2
14682,NA
5085640,NA
276833,NA
3995331,NA
4013271,NA
356785,NA
2989540,NA
4163591,NA
3393830,NA
517692,NA
2687397,"1,101"
2687433,"1,101"
3895227,NA
3106426,102
335243,NA
2687950,"1,101"
4863476,NA
3106538,"102,104"
3106548,102
276867,NA
4412474,NA
3106563,102
1001179,"2,102"
867950,NA
2688081,"1,101"
2688107,"1,101"
5048431,NA
4863502,NA
3106592,102
2688480,"1,101"
2695033,"1,101"
3106610,102
2695093,"1,101"
3106629,"102,104"
3106649,102
3106655,102
880023,NA
220669,NA
626378,NA
3106696,102
2651023,NA
4924164,NA
2696567,"1,101"
3106739,102
412589,104
5048516,NA
2696782,"1,101"
425899,NA
809880,NA
2072144,NA
4184069,NA
4714234,NA
4181155,NA
2636287,NA
3453194,NA
2697082,"1,101"
3106801,102
2697399,"1,101"
670036,NA
4615447,NA
221615,NA
222410,NA
3106809,102
980879,NA
14868,NA
3228643,"2,102"
1858926,NA
4628171,NA
2693364,"1,101"
362510,NA
2694583,"1,101"
2576086,NA
801367,NA
801369,NA
2694770,"1,101"
867845,NA
4376484,NA
3726124,NA
1003018,NA
3947128,"105,108"
4471445,NA
3277482,NA
3886824,NA
2651275,2
14989,NA
277134,NA
1008959,NA
1351340,NA
3558904,NA
1215006,NA
277147,NA
3732522,6
2823036,105
278751,NA
3732507,6
2374315,NA
2412956,NA
3103524,NA
4606804,NA
4606829,NA
3160782,102
2872249,NA
5024623,NA
277201,105
3103551,NA
4209369,NA
289940,NA
327884,NA
3103571,NA
3160804,104
2914778,NA
3003878,NA
3044532,104
5163806,NA
5080308,NA
277583,NA
853269,NA
3832323,NA
3160814,102
1910453,NA
2086942,4
277234,NA
3277508,104
277247,NA
833029,108
1817106,NA
277259,NA
5080314,NA
5139140,NA
5160842,NA
868346,NA
816895,NA
2242077,NA
1000529,NA
3900827,NA
3732550,6
4087958,102
3849670,"2,104"
5080317,NA
3012935,2
4087966,102
5160850,NA
807492,NA
3766534,NA
5105236,NA
234855,NA
3919265,NA
4471593,NA
3323576,"2,104"
295746,104
838874,NA
3993810,NA
4109866,NA
1005112,102
2636586,NA
2619657,104
4636450,NA
277300,NA
3721602,NA
3244419,NA
3160892,"102,104"
4481706,NA
4264592,NA
1460667,NA
3228558,102
2730819,NA
2112347,NA
4088016,102
5138818,NA
2839229,NA
2866952,NA
942901,NA
3211619,NA
2716258,"1,101"
869201,"2,102,104"
920953,2
4371202,NA
4181498,NA
3160937,6
3732730,6
3137349,NA
1000532,"2,102"
3686740,104
1493731,NA
277375,NA
3133537,NA
877561,NA
669727,NA
539527,NA
3304530,"2,102"
2674723,NA
4792582,NA
2667739,NA
4056755,NA
3732700,6
3482942,6
3304541,"2,102"
3244330,102
1787544,NA
840765,NA
2514676,104
3144010,NA
3732811,6
277416,NA
869539,NA
3732776,6
3304581,"2,102"
4418422,NA
4209600,NA
2336618,NA
675696,NA
3304604,"2,102"
2636756,NA
3228537,102
3304648,"2,102"
3732845,6
3482928,6
358011,NA
871531,"2,102"
2374636,NA
2327525,NA
2131457,104
3296691,NA
3733072,NA
3237736,"102,104"
880874,NA
4613459,NA
2263942,NA
1003399,NA
872866,NA
391482,105
1001826,NA
1942413,NA
5258246,NA
2382021,NA
2135491,NA
2179985,NA
3237877,"102,104"
1147519,NA
1177132,NA
1195707,NA
2509673,NA
1003407,NA
2078966,NA
373244,104
4418753,NA
2636830,NA
3304686,"2,102"
277542,NA
3775923,104
846291,NA
277552,NA
4471858,NA
3304697,"2,102"
4471864,NA
945603,NA
4996159,NA
5016890,NA
2913054,NA
4325551,NA
1000986,NA
423783,NA
2636863,NA
4117853,105
4694712,NA
860417,NA
518040,104
3480581,NA
3304744,"2,102"
3375225,104
4471894,NA
3344626,102
285033,NA
2176469,104
3259891,NA
4443568,NA
4471900,NA
2311717,NA
4443845,NA
4471906,NA
356165,NA
1000553,"2,102"
3304855,"2,102"
3423349,104
1004403,NA
1000531,"2,102"
277650,104
2535174,NA
4996242,NA
366357,"104,105"
1589016,NA
3161239,102
1160304,102
4471970,NA
1252828,NA
336027,NA
4549604,NA
879891,"2,102"
1707191,NA
3161255,"102,104"
4471976,NA
3344079,"2,102"
1326250,NA
2774416,NA
3304865,"2,102,104"
3135641,NA
3344094,102
4471989,NA
427896,NA
3345049,102
4519203,NA
668771,NA
3304868,"2,102"
3304878,NA
277703,NA
892781,NA
3103825,NA
539863,NA
2899160,104
1105080,NA
4637152,NA
3281358,104
3304952,NA
2125859,NA
3161314,102
277731,NA
3304960,NA
2125862,NA
547193,NA
1326316,104
817293,NA
236413,NA
3496905,104
2090367,NA
4019274,102
3607273,"1,101"
4996366,NA
1439090,105
941169,NA
943575,NA
3334426,104
4694714,NA
878613,NA
3812821,NA
4996377,NA
878122,2
5091795,NA
3054341,NA
2556324,2
277787,NA
4144877,NA
4472090,NA
3344285,102
3103792,NA
3305032,NA
3344648,102
3161382,102
2549857,NA
4795767,NA
2374958,NA
4716383,NA
2868948,NA
4443190,NA
4833610,NA
2244454,NA
2549788,NA
2549891,NA
382376,NA
539957,104
3947835,NA
3305055,NA
4472133,NA
3344631,102
1601608,NA
1379458,NA
862405,NA
4955143,NA
3010818,NA
2071928,NA
3305068,NA
976298,NA
4473455,NA
3305156,NA
277851,"104,105"
4406904,NA
3305188,NA
665372,105
2705259,NA
1661861,NA
3305195,NA
2125877,NA
4406909,NA
1002675,2
3305252,NA
2873110,104
2125866,NA
3161515,"102,104"
4801650,NA
318056,NA
277946,104
3305406,"102,104"
1253838,NA
1850825,NA
1064394,NA
2403000,NA
4817335,NA
3161555,102
1160243,"2,102,104"
3305415,NA
2482704,2
2779775,NA
1969914,NA
3825778,NA
3103903,NA
1159780,"2,102"
3825784,NA
4406981,NA
3305430,NA
3237447,"2,102"
2713822,NA
3312330,2
3423740,NA
3305447,NA
2917204,NA
4268566,NA
2412611,2
2541811,NA
1183012,NA
3305459,NA
1183024,NA
3423764,NA
731684,NA
1064470,NA
2779787,2
3104314,NA
3423771,NA
1183048,NA
3161632,NA
718657,NA
3305483,NA
2114361,NA
3262250,104
3248919,2
3161647,NA
3161659,NA
3423816,NA
3237984,"2,102"
3262260,104
3161673,"2,102"
3118835,102
3103928,104
2917240,NA
1006014,NA
3305516,NA
3104304,104
4651030,NA
1183446,NA
3161718,NA
2909698,104
653062,NA
3305555,NA
3161733,NA
885139,NA
3597773,NA
3423877,NA
1183458,NA
3161752,NA
3305589,NA
2125846,NA
540335,104
3305611,NA
1068849,NA
1211789,NA
4397711,NA
540346,NA
283858,NA
4061997,NA
401893,NA
299530,NA
1183583,"2,102"
3423934,NA
3305642,NA
2125851,NA
3305654,NA
2125854,NA
2389675,NA
889435,NA
3332812,"102,104"
283064,NA
1588948,NA
635871,NA
4356432,NA
3423957,NA
4959983,NA
3262275,104
1538359,104
2873117,104
986404,104
540419,NA
4619700,NA
914067,NA
927230,NA
2125835,NA
3305903,"2,102"
4265787,NA
2355761,NA
2125842,NA
3305912,"2,102,104"
3161910,NA
4896428,NA
2899770,NA
356053,NA
391705,NA
868453,NA
802619,NA
5190199,NA
1925670,NA
4106867,102
1343433,NA
540490,NA
2899786,105
356051,NA
356447,104
1865074,104
870921,NA
1990917,NA
855490,104
956490,NA
957571,NA
957961,NA
960628,NA
960661,NA
961056,NA
961537,NA
278365,104
870026,104
361150,104
3138994,NA
878875,2
3161967,NA
4744986,NA
1247139,105
4656050,NA
5259127,NA
3161986,2
4053341,NA
3161993,NA
3162003,NA
5259164,NA
4016333,NA
1003679,NA
3919597,NA
3104198,104
3305979,NA
3162023,NA
4521733,NA
3162036,NA
45338,NA
2707124,"1,2,101,102"
3732453,104
4053353,NA
279716,NA
3305982,NA
3233029,"2,102"
930959,NA
3305990,"2,102"
3162059,NA
343522,104
816381,NA
4398544,NA
1003651,"2,104"
3912124,104
5259216,NA
4016519,108
3305992,NA
278492,NA
630231,NA
4472804,108
2637802,NA
3320306,"2,102"
4132460,NA
2899965,104
3233757,"2,102"
3141406,NA
5024437,NA
5259288,NA
1000961,NA
873035,"2,102"
3162139,102
3964389,NA
3162160,102
2900024,105
3104263,NA
3306035,102
2425088,NA
3162192,"102,104"
1851472,NA
3306061,"2,102"
582272,105
2637917,104
3162209,102
2375777,NA
2170491,NA
863378,NA
1925554,2
278630,NA
3319241,102
344040,NA
1065067,NA
3110406,NA
34744,NA
57351,NA
138254,NA
138795,NA
185603,NA
182912,NA
42628,NA
70875,NA
71234,NA
86126,NA
172565,NA
3319253,102
3319257,102
2900104,NA
3316229,102
5035962,NA
327904,NA
802956,NA
3306088,"2,102"
3162266,104
2637981,104
852059,NA
3306091,NA
1089223,NA
235807,NA
1065124,NA
1822998,NA
3319311,102
1964624,NA
3306099,"2,102"
4035935,NA
3319319,102
3319337,102
3306116,NA
2900177,NA
3046630,104
3233618,"2,102"
3141330,NA
3319343,102
4735191,NA
4735197,NA
3139226,104
3119000,102
2900200,NA
3162360,NA
3239474,"2,102"
3306270,NA
862008,NA
1162083,104
4104937,102
540932,NA
3296560,NA
2991800,NA
2574175,NA
1830268,NA
3121446,NA
2092720,105
540949,NA
3130162,"2,102"
3239477,NA
1308866,NA
2176544,NA
3162390,NA
3104175,NA
278815,NA
3306289,"2,102"
3239483,NA
3162409,NA
2334125,NA
2770869,NA
2770973,NA
3104248,NA
3162424,102
3239486,NA
2176551,NA
3162425,NA
2078150,4
540990,104
4392515,NA
883497,NA
639152,104
3306296,"2,102"
3316405,102
891357,102
1010480,102
3825038,NA
3239502,NA
3618546,NA
3428112,NA
969429,NA
3162467,"3,105"
1601620,NA
2779717,NA
1550765,NA
3655553,NA
2952085,NA
3306315,NA
913214,NA
2512828,NA
1048126,NA
1259864,102
4399818,NA
278914,104
3306325,NA
373041,NA
2666695,NA
278920,NA
278929,104
687773,NA
278927,NA
2403718,NA
2407622,NA
3578338,NA
1830323,NA
2601294,NA
621852,NA
279057,104
803580,NA
278939,NA
2638238,NA
2126438,NA
278945,NA
278949,2
3239518,NA
3501985,NA
4575979,NA
1409468,NA
2176609,NA
3162533,NA
3127454,NA
2600962,2
3162548,NA
3316429,102
803262,104
3239526,NA
3501993,NA
2176589,NA
3162563,NA
1409477,NA
3162575,NA
3239530,NA
279003,NA
1126543,NA
2114024,NA
280359,NA
2134101,105
279059,NA
1162458,NA
383246,NA
1882147,NA
2407515,NA
2754065,NA
2526063,NA
3620802,NA
2329832,NA
4780234,NA
3069100,104
541211,NA
2577291,NA
220926,NA
803370,104
2900527,105
2060363,NA
284619,NA
4757790,NA
358450,"2,104"
4109652,NA
1778521,104
5212915,NA
226891,NA
4962349,NA
695534,NA
803417,2
3424895,NA
3825957,NA
3688920,NA
4239607,NA
963581,NA
279206,NA
2208721,NA
941885,105
3663240,104
3651247,NA
880885,"2,105"
917510,NA
279244,NA
3282572,104
4839584,NA
3949610,NA
2450616,NA
2393476,NA
4760467,NA
4192808,NA
4071336,NA
880816,2
4211451,NA
4815618,NA
2201669,NA
3529929,NA
3162881,NA
803589,NA
1535096,NA
1908229,NA
1948903,2
4157809,NA
1201507,NA
5260048,NA
4016119,NA
3162930,3
4569376,NA
2938799,105
982713,NA
416266,NA
4477267,NA
868395,NA
1000516,"2,102"
3868501,NA
4915077,NA
1161185,102
4530462,NA
1459999,104
3440007,NA
327509,NA
1002721,NA
3139385,102
344451,NA
4554395,NA
3282744,104
2036103,NA
2900888,NA
2034364,NA
3163033,"2,102"
2380386,NA
222127,NA
3103543,NA
288788,NA
3103558,NA
1002706,NA
1686637,NA
3425198,NA
860520,NA
4211630,NA
369304,NA
3163068,"2,102"
3163072,104
3085637,104
3103581,NA
3633258,NA
2837006,105
3103613,NA
228290,NA
2900959,NA
3444760,2
3119077,102
591496,NA
553575,NA
3518620,2
3163111,NA
1001980,"2,102"
3163117,104
4962487,NA
3239548,NA
3163118,NA
3163119,102
2072038,4
2853363,104
3163129,NA
3239561,NA
3304892,NA
2640438,4
3163136,NA
2919626,NA
2425696,NA
1696856,NA
3033318,NA
997338,NA
279558,NA
581182,NA
4045352,NA
1696885,NA
1963110,NA
279559,NA
3268392,NA
950502,NA
2376722,105
3163164,NA
3104430,NA
541743,NA
5165743,NA
3163184,NA
3163187,102
655707,NA
3262345,104
3163198,102
2901069,NA
3668696,NA
1161200,102
3104457,NA
3850258,NA
279634,105
3643754,NA
3104324,NA
3163225,102
2234832,NA
963608,NA
581003,104
2901102,NA
4003780,NA
2638964,105
954767,105
2868545,104
3163266,NA
2380242,NA
359774,NA
4889636,NA
1612795,NA
2327243,NA
1249679,NA
3119101,102
868304,"2,102"
4589335,NA
3348345,NA
4681268,NA
279701,NA
328198,NA
1066172,2
1156326,"2,102"
2841216,NA
1146783,NA
346373,NA
409411,NA
2443527,NA
3350092,"2,102"
869978,102
4589442,NA
4798504,NA
4893565,NA
388464,NA
1157308,NA
1066205,NA
3332145,NA
880523,"2,102,104"
3163371,"2,102,104"
2390435,NA
2901265,104
5003116,NA
2205271,NA
4619750,NA
1025693,NA
1087554,NA
3271081,NA
280512,NA
4627618,NA
833768,NA
956156,NA
3864296,NA
3119282,"102,104"
637241,NA
622708,105
3119283,102
3103695,NA
4819768,NA
1787504,NA
578931,NA
1009410,NA
4016458,104
5186984,NA
383431,NA
1853783,NA
2727187,NA
2143671,NA
279913,104
4775486,NA
3103675,NA
4883454,NA
3163535,102
542098,NA
280340,104
1460416,104
920223,NA
1210900,NA
644624,NA
3288198,NA
3103688,NA
4015787,104
3314186,NA
289245,NA
3289918,"2,102"
4439411,NA
804256,NA
3103713,NA
4883597,NA
4015799,104
2128750,2
3103721,NA
2769362,NA
2602348,NA
2461995,2
3163587,104
3103733,NA
3040333,NA
882637,NA
521096,NA
3103743,NA
3119308,102
896108,NA
3103756,NA
869178,2
940515,NA
2615716,NA
2707165,"1,101"
2554376,105
3094879,"2,102"
3126987,NA
2901505,NA
868583,NA
416707,NA
422618,NA
3103783,NA
4015927,NA
280096,NA
576250,NA
4932869,NA
222118,NA
2137170,NA
1026208,2
1156392,"2,102,104"
3103795,NA
3103584,NA
3124375,NA
1066577,NA
3107278,NA
685895,105
4261181,NA
3248221,104
5163462,NA
2639453,NA
1066589,NA
3103809,NA
3075526,104
2480426,NA
3103830,NA
3401089,105
2115217,4
3103844,NA
3163808,102
4442002,NA
3103850,NA
4883605,NA
3163861,"2,102"
3350181,102
2643357,NA
3742116,NA
3426021,NA
4099665,NA
2863165,NA
2115313,4
3401295,NA
422292,NA
3163902,102
2390441,NA
425398,NA
3262923,104
2118381,4
964473,NA
3233433,102
3128716,NA
1741762,105
3950385,NA
3073244,NA
3426100,104
566535,NA
280373,NA
1264289,NA
3977339,105
4328842,NA
4714476,NA
868598,"2,102"
926482,105
356946,NA
3103859,NA
280948,NA
4565301,NA
4695038,NA
3386526,NA
2028768,4
679252,NA
1241601,NA
3387946,NA
280393,NA
2153466,NA
2293976,NA
687631,104
3103868,NA
2901840,104
2817266,104
242724,NA
870812,NA
974596,NA
2830177,NA
423574,NA
2389982,NA
630971,NA
3164017,"102,104"
2754320,NA
1194105,NA
3103698,NA
697936,NA
285902,104
376760,NA
3264842,NA
2003708,NA
1591177,NA
1658798,NA
3104159,NA
4819779,NA
1009207,NA
523793,NA
872006,NA
3164070,"2,102"
2909705,NA
981904,NA
222063,NA
611948,NA
1009454,NA
852179,NA
227910,104
4842808,NA
2447884,NA
3262965,104
4496574,NA
4759215,NA
3010078,NA
3176640,104
870785,NA
2075497,NA
280572,NA
600747,NA
2115567,104
3332452,NA
691632,NA
978522,NA
2902007,NA
2908697,NA
4803631,NA
3817359,NA
1009491,104
1156753,"2,102"
3104174,NA
542728,NA
879662,"2,102"
2211243,NA
4635605,NA
280604,NA
739460,NA
280621,104
1156773,"2,102,104"
3104188,NA
1156340,"2,102"
3104195,NA
460498,108
3688509,104
1000161,102
1156747,"2,102"
3104209,NA
2820482,104
3827066,105
3321418,"2,102,104"
3595290,NA
3121606,NA
2944689,104
524025,NA
916901,NA
3164248,"2,102"
280664,NA
3431755,NA
3103820,NA
4774139,NA
622966,NA
3342470,NA
3104232,104
1002380,NA
3426413,104
1090219,104
1686255,NA
3607297,NA
4567340,NA
3263008,104
3104242,NA
3907708,NA
868527,"2,102"
3269818,NA
1919150,105
358053,NA
2528013,NA
3104137,NA
3164325,"2,102"
280742,105
3164337,102
4475062,NA
3104146,NA
518093,104
3263030,2
3164375,102
2834069,NA
3342058,102
3918050,NA
4212977,NA
1000282,NA
867123,"2,102"
4896359,NA
2902293,NA
4213014,NA
1776268,NA
280860,NA
2720662,"1,101"
3119589,"102,104"
3426611,104
811458,NA
4389148,NA
2059338,"4,104"
3842262,NA
280890,NA
423941,105
3859724,NA
4737348,NA
4000102,NA
827753,NA
994074,105
3164503,"2,102"
4029994,105
280919,NA
1216871,"2,102"
3919321,NA
3688800,NA
3188316,NA
2644758,NA
1216712,"2,102"
3919127,NA
2724242,"1,101"
5261669,NA
3103854,NA
576664,NA
2204899,NA
2831430,NA
3601925,104
846624,NA
280979,NA
2561148,NA
3094464,104
3164572,"2,102"
3164574,"2,102"
3094471,NA
3185179,NA
846627,NA
331222,NA
869066,NA
3305735,"2,102"
1853877,NA
3104283,NA
3809194,NA
3164623,"2,102"
875806,"2,102,104"
2116063,104
3262089,NA
905905,NA
426103,NA
992156,105
3104861,NA
2378218,NA
4260755,NA
3248209,104
5127549,NA
5139268,NA
5223781,NA
2395932,105
2659513,NA
3164660,NA
868363,102
543233,104
688536,NA
4363806,NA
227729,NA
5261829,NA
3164687,"2,102"
4185868,NA
3263035,104
2326513,NA
2640422,104
1253421,NA
1002265,"2,102"
3951146,NA
523033,NA
2730855,NA
3104296,NA
3164742,104
3119640,"102,104"
3104302,NA
3164749,"2,102"
283912,NA
1336434,"2,102"
1009609,NA
3104310,NA
3204157,NA
3733078,NA
1963102,NA
3869653,NA
4425036,NA
3470808,NA
1785475,2
1005156,NA
1009287,NA
4578019,NA
4656024,NA
1818188,104
334098,NA
3043980,104
3164795,"2,102"
576527,NA
683780,NA
3104325,NA
2211229,NA
3122731,NA
3237117,"2,102,104"
3104331,NA
916887,NA
850692,104
2177714,NA
3103605,NA
2461051,NA
3164840,"102,104"
3237123,"2,102,104"
805545,NA
2676174,NA
3237490,"2,102"
3578502,NA
3312326,NA
1259770,NA
2116276,4
871228,"2,102,104"
2182480,NA
3164857,"2,102"
1000338,"2,102"
3164879,"102,104"
3103633,104
2402006,108
2527200,NA
1159951,"2,102"
4628022,NA
2707077,"1,101"
3119666,104
281354,NA
281357,NA
3104362,NA
281343,NA
2121568,NA
4170523,NA
4263926,NA
1796204,NA
281345,NA
4213508,NA
4219236,NA
876755,"2,102"
876875,102
4213513,NA
3164947,"2,102"
2715439,"1,101"
3103641,104
281365,NA
1003383,NA
3427093,104
1615147,NA
3104374,NA
1009871,104
4554908,NA
920076,NA
681892,104
2700845,"1,101,104"
3103663,NA
3120285,"2,102,104"
2707725,"1,101"
3119673,NA
3164965,NA
3689254,NA
543530,NA
1485996,NA
3164976,NA
2033905,NA
428151,NA
2327154,NA
2707648,"1,101"
3103711,104
2782594,NA
4475731,NA
3088940,NA
4561866,NA
3103723,NA
3262545,104
3165012,"102,104"
3233949,102
941357,NA
3427169,NA
3103734,104
2697065,"1,101"
1096425,2
3119699,"102,104"
3427194,104
2902907,NA
4213628,NA
3343344,"2,102"
136491,NA
543618,NA
3103765,NA
3165068,"102,104"
1735367,4
3165071,NA
281491,NA
3541654,104
2693832,"1,101"
3119706,NA
3689374,105
3806902,NA
2640875,4
2327216,NA
425937,NA
4213694,NA
2378691,NA
1336959,"2,102"
1009874,NA
2063228,NA
1009963,NA
1009945,NA
4751989,NA
357963,NA
871868,102
1003648,NA
3372464,NA
3165175,"2,102"
1009211,NA
4475909,NA
4475913,NA
3720428,104
4475929,NA
632255,NA
543770,NA
379335,"2,104"
3720450,"2,104"
3104392,NA
3165219,"2,102"
1337055,"2,102"
3702680,104
3104421,NA
641658,NA
614017,NA
357195,NA
964111,105
1160454,"2,102"
3104434,NA
1330246,NA
228182,"2,104"
4764724,106
848433,NA
2447142,NA
4186574,NA
4266021,NA
281694,2
2262526,NA
4738150,NA
242554,NA
3104513,NA
4289238,NA
230561,NA
4738173,NA
867187,"2,102"
1916680,NA
1000812,NA
876749,"2,102"
3107523,NA
754510,NA
281746,NA
4256906,NA
3365374,NA
560897,NA
3256974,NA
4677725,NA
2943898,NA
551319,105
3820244,NA
4631478,NA
1264257,NA
2925350,NA
4536923,NA
3813573,NA
334425,NA
3427638,NA
3428600,NA
3428611,NA
544064,NA
4798494,NA
608756,105
234792,NA
697943,104
229758,NA
2379108,NA
3137576,NA
2180382,NA
2821604,NA
281958,NA
2072944,4
806246,105
2379115,4
3137639,NA
282076,104
2821678,NA
651654,NA
281965,NA
2116975,NA
281979,NA
281982,NA
4934576,NA
4675349,NA
4738437,NA
4937347,NA
544148,NA
3079177,104
2907075,NA
3017310,NA
3025664,NA
3165620,102
366809,105
2379192,105
1863849,NA
336727,NA
604906,NA
3064965,NA
424305,NA
952998,104
4186060,NA
364313,NA
282062,104
840216,NA
5105548,NA
734187,NA
3165647,"2,102"
3105050,NA
2726524,NA
385899,NA
4437305,NA
3165676,"2,102"
3705345,NA
2903539,"104,105"
282101,NA
2608938,NA
1916849,NA
2446336,NA
3911919,NA
2576450,4
2446339,NA
2560917,NA
2314516,NA
224787,105
224964,NA
617589,NA
632546,NA
1855001,NA
3056881,NA
806434,NA
806441,2
2413994,NA
1156537,"2,102"
3116729,NA
806444,NA
3141685,NA
715360,2
